User ID,Aggregated Click Behavior,Engagement Score
U24640,1,0.05555555555555555
U91456,2,0.1111111111111111
U34517,7,0.3888888888888889
U35003,1,0.05555555555555555
U43470,1,0.05555555555555555
U47469,2,0.1111111111111111
U80762,2,0.1111111111111111
U9104,1,0.05555555555555555
U35282,1,0.05555555555555555
U9892,1,0.05555555555555555
U85310,2,0.1111111111111111
U79233,2,0.1111111111111111
U56555,1,0.05555555555555555
U84035,2,0.1111111111111111
U70473,2,0.1111111111111111
U74282,1,0.05555555555555555
U66431,1,0.05555555555555555
U5741,1,0.05555555555555555
U37924,1,0.05555555555555555
U89791,1,0.05555555555555555
U57686,2,0.1111111111111111
U24592,4,0.2222222222222222
U7992,1,0.05555555555555555
U75086,4,0.2222222222222222
U80668,1,0.05555555555555555
U20255,2,0.1111111111111111
U80149,2,0.1111111111111111
U44349,1,0.05555555555555555
U93760,1,0.05555555555555555
U27314,1,0.05555555555555555
U50165,1,0.05555555555555555
U60042,2,0.1111111111111111
U63532,1,0.05555555555555555
U55159,1,0.05555555555555555
U44369,1,0.05555555555555555
U18209,3,0.16666666666666666
U93977,1,0.05555555555555555
U52294,1,0.05555555555555555
U80514,4,0.2222222222222222
U11434,1,0.05555555555555555
U87111,1,0.05555555555555555
U51624,1,0.05555555555555555
U1175,1,0.05555555555555555
U22751,3,0.16666666666666666
U20700,1,0.05555555555555555
U67172,7,0.3888888888888889
U35388,2,0.1111111111111111
U61319,3,0.16666666666666666
U21934,2,0.1111111111111111
U65108,1,0.05555555555555555
U37346,2,0.1111111111111111
U20528,1,0.05555555555555555
U52142,1,0.05555555555555555
U2646,2,0.1111111111111111
U57806,2,0.1111111111111111
U11162,2,0.1111111111111111
U27493,2,0.1111111111111111
U6747,2,0.1111111111111111
U93735,1,0.05555555555555555
U92056,4,0.2222222222222222
U92516,3,0.16666666666666666
U36941,1,0.05555555555555555
U18475,2,0.1111111111111111
U10074,1,0.05555555555555555
U17868,2,0.1111111111111111
U29682,1,0.05555555555555555
U41959,1,0.05555555555555555
U48862,1,0.05555555555555555
U27544,1,0.05555555555555555
U76546,1,0.05555555555555555
U15793,2,0.1111111111111111
U18330,1,0.05555555555555555
U53627,1,0.05555555555555555
U84252,1,0.05555555555555555
U64383,3,0.16666666666666666
U59106,1,0.05555555555555555
U7053,2,0.1111111111111111
U75875,3,0.16666666666666666
U65272,1,0.05555555555555555
U34231,1,0.05555555555555555
U42482,2,0.1111111111111111
U91795,1,0.05555555555555555
U36033,1,0.05555555555555555
U84931,4,0.2222222222222222
U28021,1,0.05555555555555555
U25657,2,0.1111111111111111
U90362,3,0.16666666666666666
U74031,1,0.05555555555555555
U73566,1,0.05555555555555555
U50315,2,0.1111111111111111
U68614,3,0.16666666666666666
U36214,2,0.1111111111111111
U32948,2,0.1111111111111111
U15414,1,0.05555555555555555
U69198,2,0.1111111111111111
U41141,1,0.05555555555555555
U56038,1,0.05555555555555555
U76576,2,0.1111111111111111
U54493,2,0.1111111111111111
U63061,1,0.05555555555555555
U45907,2,0.1111111111111111
U4734,1,0.05555555555555555
U73845,1,0.05555555555555555
U57296,1,0.05555555555555555
U1361,2,0.1111111111111111
U5849,2,0.1111111111111111
U52825,1,0.05555555555555555
U43607,1,0.05555555555555555
U8927,1,0.05555555555555555
U13697,1,0.05555555555555555
U36577,6,0.3333333333333333
U56060,1,0.05555555555555555
U32719,1,0.05555555555555555
U19351,1,0.05555555555555555
U5728,6,0.3333333333333333
U7616,2,0.1111111111111111
U87055,6,0.3333333333333333
U1703,1,0.05555555555555555
U1406,3,0.16666666666666666
U4774,2,0.1111111111111111
U53243,1,0.05555555555555555
U78427,1,0.05555555555555555
U33388,2,0.1111111111111111
U67596,1,0.05555555555555555
U93672,1,0.05555555555555555
U4265,1,0.05555555555555555
U29201,3,0.16666666666666666
U73687,1,0.05555555555555555
U517,1,0.05555555555555555
U87479,3,0.16666666666666666
U93352,1,0.05555555555555555
U89451,1,0.05555555555555555
U50171,1,0.05555555555555555
U18165,2,0.1111111111111111
U88203,1,0.05555555555555555
U39564,1,0.05555555555555555
U79681,2,0.1111111111111111
U41036,4,0.2222222222222222
U73789,1,0.05555555555555555
U72019,4,0.2222222222222222
U25893,2,0.1111111111111111
U38274,1,0.05555555555555555
U27209,1,0.05555555555555555
U51108,1,0.05555555555555555
U51553,4,0.2222222222222222
U35176,1,0.05555555555555555
U75986,2,0.1111111111111111
U13415,3,0.16666666666666666
U53680,1,0.05555555555555555
U83673,2,0.1111111111111111
U47002,2,0.1111111111111111
U72221,1,0.05555555555555555
U30080,1,0.05555555555555555
U49229,2,0.1111111111111111
U24388,3,0.16666666666666666
U11271,2,0.1111111111111111
U66250,2,0.1111111111111111
U48680,1,0.05555555555555555
U64002,5,0.2777777777777778
U22543,2,0.1111111111111111
U42217,3,0.16666666666666666
U57249,1,0.05555555555555555
U72883,1,0.05555555555555555
U62240,1,0.05555555555555555
U83808,1,0.05555555555555555
U3852,1,0.05555555555555555
U28281,1,0.05555555555555555
U81468,1,0.05555555555555555
U19055,1,0.05555555555555555
U93556,4,0.2222222222222222
U66013,1,0.05555555555555555
U39565,3,0.16666666666666666
U14643,3,0.16666666666666666
U91724,2,0.1111111111111111
U28113,2,0.1111111111111111
U83102,1,0.05555555555555555
U83148,1,0.05555555555555555
U31104,1,0.05555555555555555
U36875,2,0.1111111111111111
U53120,2,0.1111111111111111
U93347,1,0.05555555555555555
U73746,2,0.1111111111111111
U2965,4,0.2222222222222222
U62391,1,0.05555555555555555
U81888,1,0.05555555555555555
U71887,4,0.2222222222222222
U45487,2,0.1111111111111111
U88391,1,0.05555555555555555
U80015,2,0.1111111111111111
U93142,1,0.05555555555555555
U12052,2,0.1111111111111111
U30451,3,0.16666666666666666
U20722,2,0.1111111111111111
U24075,2,0.1111111111111111
U71652,1,0.05555555555555555
U22490,4,0.2222222222222222
U8050,1,0.05555555555555555
U40602,1,0.05555555555555555
U4285,1,0.05555555555555555
U91545,4,0.2222222222222222
U22628,1,0.05555555555555555
U92743,4,0.2222222222222222
U19126,3,0.16666666666666666
U6222,2,0.1111111111111111
U90389,1,0.05555555555555555
U56070,1,0.05555555555555555
U2666,1,0.05555555555555555
U16258,2,0.1111111111111111
U42348,2,0.1111111111111111
U84053,2,0.1111111111111111
U31454,1,0.05555555555555555
U1905,3,0.16666666666666666
U75380,2,0.1111111111111111
U34124,2,0.1111111111111111
U32494,2,0.1111111111111111
U68749,4,0.2222222222222222
U32642,2,0.1111111111111111
U59946,2,0.1111111111111111
U44405,1,0.05555555555555555
U89750,2,0.1111111111111111
U84105,1,0.05555555555555555
U47832,2,0.1111111111111111
U69450,1,0.05555555555555555
U81550,1,0.05555555555555555
U90234,2,0.1111111111111111
U53216,5,0.2777777777777778
U54856,1,0.05555555555555555
U76423,2,0.1111111111111111
U56033,2,0.1111111111111111
U558,1,0.05555555555555555
U33758,8,0.4444444444444444
U79736,3,0.16666666666666666
U16094,1,0.05555555555555555
U32180,1,0.05555555555555555
U45824,1,0.05555555555555555
U23813,2,0.1111111111111111
U66456,2,0.1111111111111111
U64576,5,0.2777777777777778
U40962,2,0.1111111111111111
U11174,2,0.1111111111111111
U68502,1,0.05555555555555555
U70376,2,0.1111111111111111
U62414,1,0.05555555555555555
U91642,1,0.05555555555555555
U90617,1,0.05555555555555555
U31583,1,0.05555555555555555
U24625,1,0.05555555555555555
U45857,5,0.2777777777777778
U18482,1,0.05555555555555555
U76911,1,0.05555555555555555
U27538,3,0.16666666666666666
U54455,1,0.05555555555555555
U20240,1,0.05555555555555555
U7169,1,0.05555555555555555
U71283,1,0.05555555555555555
U38061,3,0.16666666666666666
U57435,1,0.05555555555555555
U3935,3,0.16666666666666666
U67841,15,0.8333333333333334
U61197,1,0.05555555555555555
U74313,1,0.05555555555555555
U43271,4,0.2222222222222222
U91487,2,0.1111111111111111
U2501,1,0.05555555555555555
U75363,1,0.05555555555555555
U82997,2,0.1111111111111111
U56156,2,0.1111111111111111
U45320,2,0.1111111111111111
U43725,1,0.05555555555555555
U20621,2,0.1111111111111111
U60425,2,0.1111111111111111
U37254,1,0.05555555555555555
U70790,1,0.05555555555555555
U91530,3,0.16666666666666666
U63557,1,0.05555555555555555
U60561,1,0.05555555555555555
U79637,2,0.1111111111111111
U92808,1,0.05555555555555555
U57758,1,0.05555555555555555
U74472,2,0.1111111111111111
U16311,2,0.1111111111111111
U64630,1,0.05555555555555555
U4685,1,0.05555555555555555
U28737,1,0.05555555555555555
U30751,1,0.05555555555555555
U70683,1,0.05555555555555555
U33084,1,0.05555555555555555
U16786,1,0.05555555555555555
U75282,2,0.1111111111111111
U2744,1,0.05555555555555555
U34681,1,0.05555555555555555
U36255,1,0.05555555555555555
U54407,1,0.05555555555555555
U60389,2,0.1111111111111111
U47559,3,0.16666666666666666
U17978,1,0.05555555555555555
U17795,3,0.16666666666666666
U41311,1,0.05555555555555555
U68008,3,0.16666666666666666
U59714,2,0.1111111111111111
U36923,1,0.05555555555555555
U27747,1,0.05555555555555555
U18874,11,0.6111111111111112
U59637,1,0.05555555555555555
U46414,1,0.05555555555555555
U37000,2,0.1111111111111111
U38324,2,0.1111111111111111
U29451,3,0.16666666666666666
U39343,3,0.16666666666666666
U4688,2,0.1111111111111111
U10730,5,0.2777777777777778
U72804,1,0.05555555555555555
U12303,3,0.16666666666666666
U35894,1,0.05555555555555555
U33743,1,0.05555555555555555
U42364,1,0.05555555555555555
U72727,1,0.05555555555555555
U78987,2,0.1111111111111111
U4474,1,0.05555555555555555
U15249,1,0.05555555555555555
U46230,3,0.16666666666666666
U41053,2,0.1111111111111111
U10831,2,0.1111111111111111
U26902,3,0.16666666666666666
U65112,2,0.1111111111111111
U35999,2,0.1111111111111111
U79809,1,0.05555555555555555
U26747,1,0.05555555555555555
U78969,2,0.1111111111111111
U1769,2,0.1111111111111111
U65460,2,0.1111111111111111
U66052,1,0.05555555555555555
U37682,2,0.1111111111111111
U76696,1,0.05555555555555555
U93739,1,0.05555555555555555
U89860,2,0.1111111111111111
U71501,1,0.05555555555555555
U81812,2,0.1111111111111111
U41276,1,0.05555555555555555
U33864,3,0.16666666666666666
U11800,1,0.05555555555555555
U31006,2,0.1111111111111111
U19285,3,0.16666666666666666
U27202,1,0.05555555555555555
U68701,3,0.16666666666666666
U80135,2,0.1111111111111111
U13206,2,0.1111111111111111
U64532,1,0.05555555555555555
U22035,1,0.05555555555555555
U21240,2,0.1111111111111111
U87446,1,0.05555555555555555
U43430,1,0.05555555555555555
U32192,2,0.1111111111111111
U15803,1,0.05555555555555555
U61851,1,0.05555555555555555
U83196,1,0.05555555555555555
U72140,3,0.16666666666666666
U37446,3,0.16666666666666666
U91064,1,0.05555555555555555
U82062,2,0.1111111111111111
U75378,1,0.05555555555555555
U14949,3,0.16666666666666666
U42433,4,0.2222222222222222
U41621,1,0.05555555555555555
U68385,3,0.16666666666666666
U80860,1,0.05555555555555555
U31769,1,0.05555555555555555
U65558,1,0.05555555555555555
U26004,3,0.16666666666666666
U40424,2,0.1111111111111111
U91698,2,0.1111111111111111
U47221,1,0.05555555555555555
U37901,4,0.2222222222222222
U4850,1,0.05555555555555555
U8420,1,0.05555555555555555
U84706,1,0.05555555555555555
U8089,3,0.16666666666666666
U24909,3,0.16666666666666666
U63470,1,0.05555555555555555
U82260,1,0.05555555555555555
U76174,1,0.05555555555555555
U87757,1,0.05555555555555555
U31808,1,0.05555555555555555
U58398,1,0.05555555555555555
U84994,1,0.05555555555555555
U8834,1,0.05555555555555555
U20413,1,0.05555555555555555
U89122,2,0.1111111111111111
U51844,2,0.1111111111111111
U20638,1,0.05555555555555555
U13353,1,0.05555555555555555
U32158,1,0.05555555555555555
U32979,3,0.16666666666666666
U74110,1,0.05555555555555555
U46170,2,0.1111111111111111
U1098,4,0.2222222222222222
U62601,1,0.05555555555555555
U91600,2,0.1111111111111111
U29113,1,0.05555555555555555
U5424,1,0.05555555555555555
U92138,2,0.1111111111111111
U68643,2,0.1111111111111111
U64286,1,0.05555555555555555
U62364,5,0.2777777777777778
U54253,2,0.1111111111111111
U17394,1,0.05555555555555555
U12946,1,0.05555555555555555
U49909,1,0.05555555555555555
U9146,8,0.4444444444444444
U6531,2,0.1111111111111111
U9167,1,0.05555555555555555
U71185,1,0.05555555555555555
U18465,6,0.3333333333333333
U40253,2,0.1111111111111111
U68547,2,0.1111111111111111
U46899,1,0.05555555555555555
U22834,2,0.1111111111111111
U17704,1,0.05555555555555555
U1288,2,0.1111111111111111
U26504,1,0.05555555555555555
U17920,1,0.05555555555555555
U27782,2,0.1111111111111111
U90423,2,0.1111111111111111
U78010,1,0.05555555555555555
U38741,18,1.0
U59570,4,0.2222222222222222
U17482,3,0.16666666666666666
U3455,2,0.1111111111111111
U56351,1,0.05555555555555555
U35735,2,0.1111111111111111
U87270,4,0.2222222222222222
U15227,3,0.16666666666666666
U87412,2,0.1111111111111111
U53073,1,0.05555555555555555
U91290,1,0.05555555555555555
U56208,9,0.5
U90685,2,0.1111111111111111
U25601,1,0.05555555555555555
U69314,1,0.05555555555555555
U12936,3,0.16666666666666666
U24136,2,0.1111111111111111
U45749,1,0.05555555555555555
U2870,3,0.16666666666666666
U39330,3,0.16666666666666666
U68934,2,0.1111111111111111
U73458,1,0.05555555555555555
U42998,3,0.16666666666666666
U5559,4,0.2222222222222222
U47526,2,0.1111111111111111
U92438,1,0.05555555555555555
U10929,3,0.16666666666666666
U79203,3,0.16666666666666666
U47635,3,0.16666666666666666
U57023,5,0.2777777777777778
U51725,2,0.1111111111111111
U67187,2,0.1111111111111111
U4455,1,0.05555555555555555
U52739,3,0.16666666666666666
U56125,3,0.16666666666666666
U4279,2,0.1111111111111111
U80554,2,0.1111111111111111
U87988,1,0.05555555555555555
U56913,2,0.1111111111111111
U7672,1,0.05555555555555555
U67152,1,0.05555555555555555
U51603,2,0.1111111111111111
U83286,2,0.1111111111111111
U36840,1,0.05555555555555555
U34146,2,0.1111111111111111
U39602,1,0.05555555555555555
U30600,2,0.1111111111111111
U27694,1,0.05555555555555555
U1499,3,0.16666666666666666
U10452,1,0.05555555555555555
U7338,1,0.05555555555555555
U91256,1,0.05555555555555555
U11946,1,0.05555555555555555
U62882,1,0.05555555555555555
U61991,2,0.1111111111111111
U57905,2,0.1111111111111111
U33431,2,0.1111111111111111
U14249,2,0.1111111111111111
U54886,2,0.1111111111111111
U52802,1,0.05555555555555555
U24940,2,0.1111111111111111
U92036,1,0.05555555555555555
U75250,1,0.05555555555555555
U61303,1,0.05555555555555555
U5786,4,0.2222222222222222
U3778,3,0.16666666666666666
U37571,2,0.1111111111111111
U91305,1,0.05555555555555555
U65860,3,0.16666666666666666
U5871,1,0.05555555555555555
U39542,3,0.16666666666666666
U56800,2,0.1111111111111111
U91426,4,0.2222222222222222
U73080,3,0.16666666666666666
U60948,5,0.2777777777777778
U42691,6,0.3333333333333333
U4330,3,0.16666666666666666
U54554,1,0.05555555555555555
U12601,1,0.05555555555555555
U39852,1,0.05555555555555555
U85353,2,0.1111111111111111
U63265,1,0.05555555555555555
U35036,1,0.05555555555555555
U62695,2,0.1111111111111111
U82123,1,0.05555555555555555
U3586,1,0.05555555555555555
U53534,1,0.05555555555555555
U54039,3,0.16666666666666666
U25256,2,0.1111111111111111
U36979,1,0.05555555555555555
U29990,6,0.3333333333333333
U53104,1,0.05555555555555555
U66298,3,0.16666666666666666
U22568,1,0.05555555555555555
U59317,1,0.05555555555555555
U40351,3,0.16666666666666666
U5940,2,0.1111111111111111
U46686,1,0.05555555555555555
U40017,4,0.2222222222222222
U3495,1,0.05555555555555555
U13044,2,0.1111111111111111
U91601,1,0.05555555555555555
U30234,3,0.16666666666666666
U4935,3,0.16666666666666666
U31319,1,0.05555555555555555
U6052,1,0.05555555555555555
U47194,3,0.16666666666666666
U93032,2,0.1111111111111111
U10723,3,0.16666666666666666
U4051,3,0.16666666666666666
U79255,2,0.1111111111111111
U46299,1,0.05555555555555555
U2513,3,0.16666666666666666
U52896,2,0.1111111111111111
U42744,1,0.05555555555555555
U32838,3,0.16666666666666666
U19689,1,0.05555555555555555
U52964,1,0.05555555555555555
U74108,2,0.1111111111111111
U58968,5,0.2777777777777778
U42351,1,0.05555555555555555
U89550,1,0.05555555555555555
U76086,3,0.16666666666666666
U59840,2,0.1111111111111111
U35742,3,0.16666666666666666
U9191,1,0.05555555555555555
U69877,1,0.05555555555555555
U62382,2,0.1111111111111111
U55001,1,0.05555555555555555
U49509,1,0.05555555555555555
U25877,1,0.05555555555555555
U15949,2,0.1111111111111111
U80797,3,0.16666666666666666
U65331,1,0.05555555555555555
U11749,3,0.16666666666666666
U80716,2,0.1111111111111111
U28083,1,0.05555555555555555
U66729,1,0.05555555555555555
U3240,4,0.2222222222222222
U59760,3,0.16666666666666666
U74416,1,0.05555555555555555
U86764,5,0.2777777777777778
U38223,1,0.05555555555555555
U57299,3,0.16666666666666666
U40233,1,0.05555555555555555
U13033,2,0.1111111111111111
U3707,2,0.1111111111111111
U53373,6,0.3333333333333333
U48511,1,0.05555555555555555
U22483,2,0.1111111111111111
U45593,2,0.1111111111111111
U55402,2,0.1111111111111111
U61309,3,0.16666666666666666
U91809,1,0.05555555555555555
U45072,1,0.05555555555555555
U70374,1,0.05555555555555555
U72794,2,0.1111111111111111
U55718,4,0.2222222222222222
U51019,5,0.2777777777777778
U23257,3,0.16666666666666666
U56143,2,0.1111111111111111
U31989,1,0.05555555555555555
U81824,1,0.05555555555555555
U58902,1,0.05555555555555555
U6986,1,0.05555555555555555
U15316,1,0.05555555555555555
U82580,1,0.05555555555555555
U28452,2,0.1111111111111111
U37930,1,0.05555555555555555
U83324,3,0.16666666666666666
U73075,2,0.1111111111111111
U42872,2,0.1111111111111111
U52333,3,0.16666666666666666
U8952,5,0.2777777777777778
U49763,2,0.1111111111111111
U54129,4,0.2222222222222222
U85248,2,0.1111111111111111
U91566,2,0.1111111111111111
U4937,1,0.05555555555555555
U8521,1,0.05555555555555555
U16045,6,0.3333333333333333
U87120,2,0.1111111111111111
U72422,3,0.16666666666666666
U93513,4,0.2222222222222222
U27958,1,0.05555555555555555
U67919,1,0.05555555555555555
U73019,2,0.1111111111111111
U4873,1,0.05555555555555555
U37550,4,0.2222222222222222
U16756,5,0.2777777777777778
U47833,2,0.1111111111111111
U41827,3,0.16666666666666666
U34895,1,0.05555555555555555
U67325,1,0.05555555555555555
U39274,2,0.1111111111111111
U53460,2,0.1111111111111111
U86264,12,0.6666666666666666
U26152,1,0.05555555555555555
U13775,5,0.2777777777777778
U59167,1,0.05555555555555555
U69291,1,0.05555555555555555
U46340,3,0.16666666666666666
U41489,2,0.1111111111111111
U50972,2,0.1111111111111111
U9153,1,0.05555555555555555
U89833,1,0.05555555555555555
U19134,3,0.16666666666666666
U58940,4,0.2222222222222222
U10172,2,0.1111111111111111
U19845,2,0.1111111111111111
U73267,1,0.05555555555555555
U57712,2,0.1111111111111111
U5190,2,0.1111111111111111
U60251,1,0.05555555555555555
U35359,2,0.1111111111111111
U10521,3,0.16666666666666666
U77419,1,0.05555555555555555
U53204,1,0.05555555555555555
U74635,3,0.16666666666666666
U76258,1,0.05555555555555555
U85860,1,0.05555555555555555
U66224,4,0.2222222222222222
